timestamp,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12
2026-02-01 00:00:40+00:00,1,71.3569717,53.262085,17.0335598,46.9773293,4.0583868,4.78089046,3.87867355,0.897827566,5.90995455,19.3983536,190.07869
2026-02-01 00:00:41+00:00,1,71.3525085,53.2632828,17.0908184,47.0683975,4.09762859,4.77371168,3.87213802,0.895186961,5.87855482,19.5505829,196.480988
2026-02-01 00:00:42+00:00,1,71.3512192,53.2563438,17.0019569,46.9135323,4.08435154,4.75647497,3.85720968,0.882431746,5.85211754,19.540247,191.384583
2026-02-01 00:00:43+00:00,1,71.3424911,53.2525711,16.9576206,47.0497131,4.10161781,4.73605967,3.79252863,0.89401561,5.79639387,19.3752556,191.152328
2026-02-01 00:00:44+00:00,1,71.3295288,53.2471733,16.9509983,46.9964333,4.07525349,4.776299,3.82016063,0.886180043,5.87628603,19.593174,191.815033
2026-02-01 00:00:45+00:00,1,71.3108749,53.2335663,16.9646969,46.9525719,4.05369234,4.74307966,3.81882477,0.870166779,5.85254478,19.3752613,189.362076
2026-02-01 00:00:46+00:00,1,71.2959213,53.2255859,17.0084972,46.8952255,4.06321239,4.68790865,3.80892444,0.881244004,5.86991119,19.3349323,192.365326
2026-02-01 00:00:47+00:00,1,71.2839737,53.2098083,16.9955235,46.9486313,4.03409624,4.72217321,3.82866716,0.905142784,5.89943075,19.4190083,191.788803
2026-02-01 00:00:48+00:00,1,71.2692413,53.1929436,17.0471687,47.0303802,4.02972507,4.70617199,3.82526445,0.878749728,5.92078257,19.2244244,193.79007
2026-02-01 00:00:49+00:00,1,71.2535324,53.1574135,17.0730457,47.0162086,4.03499079,4.73865557,3.85308504,0.882534027,5.86760664,19.1319427,191.369751
2026-02-01 00:00:50+00:00,1,71.2298737,53.1217728,17.0619144,46.9516678,4.01877403,4.68734598,3.76402903,0.877737224,5.89157581,19.0554581,191.447464
2026-02-01 00:00:51+00:00,1,71.1945724,53.0874367,16.9989719,47.017849,4.02588034,4.72337627,3.76743054,0.872745812,5.82712317,19.078352,189.866074
2026-02-01 00:00:52+00:00,1,71.1576538,53.0583954,17.0334377,47.0197792,4.02664948,4.7276783,3.74641085,0.854702473,5.86839771,19.0261688,189.421448
2026-02-01 00:00:53+00:00,1,71.1162567,53.0164642,17.0538635,46.9636345,4.05771637,4.67681694,3.78960299,0.860687494,5.92429733,18.9060383,190.930405
2026-02-01 00:00:54+00:00,1,71.0821686,52.9833641,17.0659885,46.9949875,4.04145336,4.72569609,3.81281137,0.845014334,5.88948345,18.9257507,190.078995
2026-02-01 00:00:55+00:00,1,71.0490875,52.9512062,17.0562134,46.9902573,4.0369339,4.69066143,3.77527142,0.838584423,5.88706779,18.9376411,191.252884
2026-02-01 00:00:56+00:00,1,71.0151443,52.9083519,17.0109901,46.948555,4.07359838,4.7579174,3.8286097,0.883627415,5.92192984,19.2727127,190.702393
2026-02-01 00:00:57+00:00,1,70.9905472,52.8789558,16.9924393,46.9788933,4.06202745,4.75224209,3.86434698,0.877958179,5.89166498,19.1651535,189.821106
2026-02-01 00:00:58+00:00,1,70.9667511,52.8441429,16.9880428,46.9467392,4.07566404,4.75241613,3.87019873,0.900102615,5.94638348,19.226696,190.266006
2026-02-01 00:00:59+00:00,1,70.9511795,52.7987289,17.0233002,47.0090179,4.08154154,4.78165531,3.84360409,0.883900702,5.95567989,19.3599339,192.066681
2026-02-01 00:01:00+00:00,1,70.9317398,52.7504463,17.0188141,47.0012093,4.07617712,4.7597394,3.84753036,0.873702824,5.95166683,19.1090813,191.526413
2026-02-01 00:01:01+00:00,1,70.9214325,52.7011337,17.054491,46.9617577,4.01658201,4.73351669,3.8377707,0.884992778,5.90384293,19.1775913,192.935501
2026-02-01 00:01:02+00:00,1,70.9112091,52.6347427,16.9969864,46.9415627,4.00653124,4.7041316,3.8183701,0.886819005,5.84634399,19.1497993,191.760147
2026-02-01 00:01:03+00:00,1,70.8982925,52.5582314,16.9330177,46.9182968,3.98028779,4.6971879,3.78205085,0.88877207,5.8482151,18.9176903,190.702713
2026-02-01 00:01:04+00:00,1,70.8908691,52.4880219,17.0538406,46.9262848,3.96309638,4.67362404,3.7595849,0.858684063,5.83481264,18.9371281,190.631454
2026-02-01 00:01:05+00:00,1,70.8861084,52.4245148,17.0681152,46.949379,4.00671244,4.66405296,3.74247313,0.875448108,5.87485456,18.9940376,189.453537
2026-02-01 00:01:06+00:00,1,70.8786774,52.3746529,17.0219193,47.0049934,3.98202038,4.65367031,3.78069687,0.867131591,5.84311152,19.0477924,190.354782
2026-02-01 00:01:07+00:00,1,70.8598862,52.3229713,17.0538025,46.9783325,3.97802663,4.65449333,3.79849911,0.897089779,5.82178259,19.0441246,189.671585
2026-02-01 00:01:08+00:00,1,70.832962,52.2614899,17.0964775,46.9583092,3.9757688,4.64467192,3.78927827,0.861229718,5.86834669,19.021059,189.613678
2026-02-01 00:01:09+00:00,1,70.812294,52.2148056,17.0379925,47.0014267,3.9835124,4.62540674,3.76920605,0.883596182,5.90862799,19.0951233,189.641357
2026-02-01 00:01:10+00:00,1,70.7937012,52.1812897,17.0207596,46.9655418,3.97452807,4.62738323,3.77831364,0.870354176,5.88511515,18.6982937,189.963745
2026-02-01 00:01:11+00:00,1,70.7776642,52.1535721,17.1028461,46.96101,4.00508976,4.64884567,3.73459244,0.871511459,5.90539455,18.837265,192.83992
2026-02-01 00:01:12+00:00,1,70.7673492,52.143322,17.0418491,46.9994316,3.97082782,4.60699749,3.73261118,0.867513955,5.90096569,18.9183197,189.786591
2026-02-01 00:01:13+00:00,1,70.7560959,52.117939,16.9536648,46.9819374,4.03055954,4.59398937,3.74111295,0.872180462,5.90891981,19.0413113,190.628845
2026-02-01 00:01:14+00:00,1,70.7450104,52.0924759,17.0819569,46.9505196,4.03710747,4.62176085,3.78988671,0.874182701,5.9151082,19.024435,193.632263
2026-02-01 00:01:15+00:00,1,70.7334137,52.0666122,17.015028,46.9268646,3.98966479,4.59863806,3.76148081,0.882713318,5.89629221,18.9496651,191.582626
2026-02-01 00:01:16+00:00,1,70.7236099,52.0371246,16.9971962,46.9965706,4.03482246,4.65916491,3.83226132,0.844706237,5.89583635,18.9361191,193.719193
2026-02-01 00:01:17+00:00,1,70.708786,52.0037117,17.0083427,46.953434,4.01449966,4.61639166,3.79824209,0.88585037,5.91625404,18.7730885,194.685944
2026-02-01 00:01:18+00:00,1,70.7065964,51.9708786,16.9893284,46.9535675,4.0054636,4.64506769,3.80922294,0.878767669,5.85953712,18.9089108,193.530716
2026-02-01 00:01:19+00:00,1,70.7082901,51.9420052,17.0514297,47.0080986,4.02955914,4.63974762,3.79188228,0.881279886,5.91731119,18.7826633,193.35907
2026-02-01 00:01:20+00:00,1,70.7003632,51.9096947,16.9495602,46.9035454,4.02324438,4.60314178,3.7976017,0.895727515,5.84514713,18.9356003,193.438721
2026-02-01 00:01:21+00:00,1,70.6904984,51.8790588,17.0065517,46.9802208,3.96178007,4.55017662,3.72265506,0.875314236,5.89973259,18.6911392,193.217178
2026-02-01 00:01:22+00:00,1,70.6703949,51.850914,16.9863815,46.9903755,3.96564221,4.55720997,3.73390651,0.897581816,5.90805435,18.8088264,191.546005
2026-02-01 00:01:23+00:00,1,70.6513977,51.8204956,16.9993782,46.9019432,3.97082543,4.58637333,3.71828294,0.867345572,5.86084127,18.7479591,192.058853
2026-02-01 00:01:24+00:00,1,70.6356964,51.7911148,16.9980431,47.0701485,3.99333453,4.55248451,3.72794938,0.897351742,5.83302212,18.6938229,191.742371
2026-02-01 00:01:25+00:00,1,70.6189651,51.7470169,17.0513649,46.9398575,4.00634241,4.59869909,3.79599881,0.881989598,5.85679483,18.744524,189.776245
2026-02-01 00:01:26+00:00,1,70.600769,51.7141762,17.1316547,46.9668694,3.99843884,4.58487034,3.80466652,0.862456083,5.84458685,18.6528931,190.957535
2026-02-01 00:01:27+00:00,1,70.5905838,51.6927223,17.0011559,46.9904747,4.03705597,4.59665728,3.75620008,0.864162862,5.81098557,18.6947117,190.773972
2026-02-01 00:01:28+00:00,1,70.5809479,51.6642761,16.9891319,47.0043373,3.99479675,4.59819841,3.79497743,0.844105482,5.83912468,18.5362568,191.394226
2026-02-01 00:01:29+00:00,1,70.5720978,51.6423759,17.0474968,46.9727821,3.97260022,4.62229967,3.79134035,0.859186172,5.78784561,18.5225792,193.441788
2026-02-01 00:01:30+00:00,1,70.5599442,51.628624,17.0547791,46.9338074,4.00673294,4.60516214,3.82666564,0.842155576,5.77718353,18.3226566,193.661194
2026-02-01 00:01:31+00:00,1,70.5498962,51.6163635,17.0763435,47.0379944,3.99652815,4.60952711,3.81264281,0.815039754,5.80915594,18.3261223,195.266724
2026-02-01 00:01:32+00:00,1,70.54216,51.6069717,17.0815449,46.947525,4.02532816,4.59781599,3.8348062,0.828855634,5.77975702,18.4221611,193.234055
2026-02-01 00:01:33+00:00,1,70.529335,51.5828819,17.0715256,46.9800148,4.06873751,4.64820528,3.81193137,0.835709751,5.84864521,18.3739758,193.819168
2026-02-01 00:01:34+00:00,1,70.5178528,51.5531464,16.9897079,46.9679451,4.03122807,4.65735388,3.89105988,0.828721762,5.83392286,18.7036896,192.355118
2026-02-01 00:01:35+00:00,1,70.5051041,51.5141029,17.0385208,47.0163002,4.00949574,4.62900019,3.8298831,0.860740244,5.8203063,18.4995174,191.15094
2026-02-01 00:01:36+00:00,1,70.4915695,51.4786034,17.0363522,46.9666481,4.04508209,4.6360836,3.85561419,0.846975148,5.81690359,18.4948158,193.209885
2026-02-01 00:01:37+00:00,1,70.4768448,51.446785,17.0767002,47.0060349,4.02458048,4.67111588,3.87636137,0.860437274,5.87425089,18.5731297,190.397156
2026-02-01 00:01:38+00:00,1,70.461998,51.412838,17.0649147,46.8990402,4.02197313,4.64762974,3.86306167,0.836166978,5.86931133,18.600359,195.934692
2026-02-01 00:01:39+00:00,1,70.453064,51.3770065,17.0540409,46.9956551,4.02973986,4.66291094,3.86941886,0.862658381,5.93553162,18.5684605,193.696198
2026-02-01 00:01:40+00:00,1,70.451088,51.3423615,17.0878906,46.9298897,4.032547,4.68412495,3.83348656,0.864917099,5.92463875,18.9212875,193.756454
2026-02-01 00:01:41+00:00,1,70.4454498,51.3035774,17.1132793,46.9679565,4.01927996,4.65469551,3.83890605,0.840839922,5.8625536,18.7747078,194.223465
2026-02-01 00:01:42+00:00,1,70.4453812,51.2755737,16.9935799,46.9544334,4.01364374,4.69563103,3.8445394,0.878306925,5.91938829,18.7420177,193.92952
2026-02-01 00:01:43+00:00,1,70.4479675,51.2561302,17.0931816,46.9955597,4.0353303,4.68660212,3.84118462,0.87491107,5.90642595,18.6156311,194.456131
2026-02-01 00:01:44+00:00,1,70.4569778,51.2442665,16.9358921,46.9760551,4.00597095,4.70729971,3.86025214,0.867513478,5.89187622,18.6172695,193.990692
2026-02-01 00:01:45+00:00,1,70.4601593,51.2427788,16.9752541,47.0299911,4.02831125,4.69331026,3.80929065,0.873904765,5.88947392,18.7295437,192.994125
2026-02-01 00:01:46+00:00,1,70.4713974,51.2457314,17.0306835,46.9858627,4.05203676,4.70796585,3.85359406,0.88484925,5.91332054,18.6489315,194.964096
2026-02-01 00:01:47+00:00,1,70.4809875,51.244751,17.0166798,46.9929276,4.03999901,4.67635536,3.81358314,0.864126265,5.90121365,18.7583656,195.494537
2026-02-01 00:01:48+00:00,1,70.4987259,51.2313004,17.0495586,46.9768944,3.96567607,4.61601067,3.7901547,0.878075242,5.87466955,18.5203133,194.493225
2026-02-01 00:01:49+00:00,1,70.5220032,51.2215118,17.0208645,46.9821434,3.97181463,4.6024313,3.79583955,0.886642277,5.827806,18.4851685,194.106125
2026-02-01 00:01:50+00:00,1,70.5345612,51.2213783,17.1261158,46.9308777,3.98646879,4.64268732,3.75601602,0.896257162,5.85203791,18.5495625,195.002609
2026-02-01 00:01:51+00:00,1,70.5369644,51.2196808,17.0009232,47.0212517,3.96869326,4.64902782,3.71907926,0.870684385,5.91299534,18.5381126,192.350739
2026-02-01 00:01:52+00:00,1,70.5446625,51.2096443,16.9775944,46.9263,3.98975492,4.65703821,3.77222872,0.873422265,5.90831757,18.6030102,193.428574
2026-02-01 00:01:53+00:00,1,70.5602112,51.2109871,17.0569839,47.0561028,3.97911358,4.63173819,3.74429131,0.889159262,5.86254644,18.5375385,196.198227
2026-02-01 00:01:54+00:00,1,70.5652161,51.2108269,17.035696,47.006443,3.96566653,4.64264917,3.77396226,0.865603745,5.89890528,18.4808903,193.684799
2026-02-01 00:01:55+00:00,1,70.5639801,51.2082062,16.9807873,47.0000839,3.97850895,4.63024569,3.73027825,0.875793576,5.89639044,18.6221066,191.934769
2026-02-01 00:01:56+00:00,1,70.5679703,51.2125854,17.0304451,46.9708252,3.9753263,4.69108295,3.75153828,0.900791168,5.96806335,18.7797947,193.156418
2026-02-01 00:01:57+00:00,1,70.5726471,51.2242088,17.0025482,46.9081459,4.00055981,4.67330647,3.77302837,0.894255877,5.91168404,18.946682,193.005478
2026-02-01 00:01:58+00:00,1,70.5737915,51.2265205,17.0223446,47.0179596,3.92489004,4.59458017,3.75311399,0.876331985,5.9435277,18.7594738,192.723297
2026-02-01 00:01:59+00:00,1,70.5741348,51.227932,17.022047,46.9425812,3.95484686,4.61413479,3.73646522,0.891163409,5.92111301,18.7605934,193.566635
2026-02-01 00:02:00+00:00,1,70.5756531,51.22192,16.9609127,46.9705467,3.9979105,4.60523224,3.77535367,0.868430912,5.91910124,18.6449966,192.328186
2026-02-01 00:02:01+00:00,1,70.5758057,51.2249527,17.0827446,47.0125999,4.03172255,4.66716528,3.76891017,0.88858974,5.8796196,18.840044,191.510727
2026-02-01 00:02:02+00:00,1,70.584465,51.2325783,16.9780293,47.0416031,3.97383189,4.69904613,3.8175509,0.86617893,5.93394661,18.7156754,192.693741
2026-02-01 00:02:03+00:00,1,70.5936813,51.2305679,16.9912777,46.9945717,3.99646854,4.66540575,3.85066438,0.847761214,5.92143011,18.7870464,191.439011
2026-02-01 00:02:04+00:00,1,70.5974884,51.2283592,16.9768333,46.9856567,4.01188469,4.66129494,3.84161067,0.872197151,5.9330039,18.5864944,192.947296
2026-02-01 00:02:05+00:00,1,70.600029,51.2142906,17.0319576,46.9729118,4.02163839,4.69844627,3.85078478,0.852137685,5.9891777,18.5860634,193.278397
2026-02-01 00:02:06+00:00,1,70.602623,51.2089844,16.9210091,47.0430794,4.03071404,4.67101908,3.8165493,0.856083035,5.92921305,18.737608,192.847992
2026-02-01 00:02:07+00:00,1,70.6064682,51.2052841,16.8556862,46.9751167,3.98459864,4.65403652,3.82938576,0.852902889,5.95850086,18.6157112,193.948639
2026-02-01 00:02:08+00:00,1,70.6161041,51.1836586,16.9236431,46.9833488,4.00252771,4.58958673,3.77675581,0.841352284,5.95966434,18.4632969,192.463333
2026-02-01 00:02:09+00:00,1,70.6269302,51.1568604,16.949707,46.9625969,3.99955344,4.66564703,3.81068039,0.863291204,5.90791845,18.4825134,193.103622
2026-02-01 00:02:10+00:00,1,70.6344757,51.1154594,16.9797459,47.0333557,4.01044512,4.62016916,3.79569435,0.879479408,5.91118717,18.7705936,192.526108
2026-02-01 00:02:11+00:00,1,70.6450119,51.0857277,16.9214478,46.961834,4.00418425,4.63570833,3.79314399,0.870590568,5.93185186,18.6610622,192.343262
2026-02-01 00:02:12+00:00,1,70.6648865,51.0577354,17.0224857,47.0049667,4.00917768,4.64891768,3.85640335,0.860840797,5.9280858,18.8322182,193.608322
2026-02-01 00:02:13+00:00,1,70.6898193,51.0125465,16.9655228,46.9812241,4.01107883,4.62275362,3.82666421,0.843369544,5.91084433,18.7528629,192.862335
2026-02-01 00:02:14+00:00,1,70.7132034,50.9655685,16.9499264,46.9755554,4.0118475,4.63586903,3.79773903,0.842217684,5.96072817,18.6082153,192.367752
2026-02-01 00:02:15+00:00,1,70.7347336,50.9230843,17.0002365,46.9333038,4.02566338,4.64265728,3.7714045,0.877431095,5.95213127,18.6732101,193.144516
2026-02-01 00:02:16+00:00,1,70.7562103,50.8836174,16.9174309,47.0380058,4.03333426,4.6625061,3.77056599,0.86157608,5.98408556,18.7492828,193.093018
2026-02-01 00:02:17+00:00,1,70.7801132,50.8422966,16.9556808,46.9353027,4.00987577,4.65527773,3.81098652,0.887966096,5.93787336,18.7226658,193.516373
2026-02-01 00:02:18+00:00,1,70.7976837,50.8060341,16.9533367,46.8929405,4.01588869,4.5913496,3.82872438,0.847712278,5.96772718,18.7390461,190.654938
2026-02-01 00:02:19+00:00,1,70.8071289,50.7637062,16.9311428,46.9634323,4.0238142,4.60355616,3.76782751,0.859270275,5.90485048,18.5988026,191.614258
2026-02-01 00:02:20+00:00,1,70.8269882,50.7289505,16.9357128,47.0271263,3.99221683,4.56554317,3.82288456,0.864667773,5.9702878,18.5605774,191.216873
2026-02-01 00:02:21+00:00,1,70.8488159,50.6824646,17.0251656,47.0089798,4.0316844,4.60154629,3.80845761,0.829378009,5.89713287,18.5408001,188.036163
2026-02-01 00:02:22+00:00,1,70.8727722,50.6541634,17.0367661,46.9864197,4.03912067,4.62478018,3.82121658,0.845746696,5.92632055,18.7688179,189.937286
2026-02-01 00:02:23+00:00,1,70.8876953,50.6257782,16.9545975,46.9419594,4.05060673,4.65809345,3.8139019,0.840233803,5.83906603,18.6822147,189.467941
2026-02-01 00:02:24+00:00,1,70.8902969,50.5955696,17.0154514,46.9892578,4.03515816,4.57798147,3.79809093,0.825731039,5.88705254,18.5292053,192.603149
2026-02-01 00:02:25+00:00,1,70.8865128,50.5643349,17.0333023,47.0117569,3.99432015,4.59537172,3.76198745,0.854126692,5.86025953,18.4317207,192.21286
2026-02-01 00:02:26+00:00,1,70.8772736,50.5348091,16.9191532,46.9509468,4.00444603,4.57480812,3.7521956,0.850419223,5.76911211,18.5620518,190.055664
2026-02-01 00:02:27+00:00,1,70.8610992,50.5092163,17.0330391,46.9737549,3.95775175,4.59732056,3.81136942,0.872883499,5.829597,18.5097485,191.941269
2026-02-01 00:02:28+00:00,1,70.8358231,50.4813347,17.0376892,46.9499245,3.94168925,4.58532,3.73146558,0.845906973,5.84386349,18.3960056,190.232971
2026-02-01 00:02:29+00:00,1,70.8164062,50.4492531,17.0697536,47.0055008,3.95606685,4.54593801,3.73692274,0.849695385,5.83830261,18.3776817,193.633881
2026-02-01 00:02:30+00:00,1,70.7941513,50.4062767,16.9681911,47.0130959,3.97214723,4.57690239,3.75852489,0.843348682,5.88566303,18.4258823,190.754837
2026-02-01 00:02:31+00:00,1,70.7679977,50.3634453,16.984087,46.9508553,3.93348122,4.54233551,3.70635676,0.82490778,5.9097209,18.3842373,191.375275
2026-02-01 00:02:32+00:00,1,70.7475052,50.3274078,16.9390144,46.9611588,3.91589785,4.52575827,3.67567992,0.798042238,5.83315945,18.3456306,191.763733
2026-02-01 00:02:33+00:00,1,70.7338867,50.2944527,16.974535,47.005909,3.95534039,4.50130749,3.70218968,0.802943349,5.91651106,18.3873901,189.675507
2026-02-01 00:02:34+00:00,1,70.727562,50.2663193,17.0312538,47.0254593,3.98052597,4.57475805,3.75112414,0.849760771,5.89885473,18.3918476,193.808212
2026-02-01 00:02:35+00:00,1,70.7269363,50.2365532,17.0167484,47.0019989,3.98003912,4.54311132,3.74451637,0.837750018,5.82520247,18.4195347,192.716934
2026-02-01 00:02:36+00:00,1,70.7256546,50.2223778,17.0124245,46.9338913,3.9371109,4.56339502,3.72026539,0.828320503,5.84845924,18.2817631,190.835846
2026-02-01 00:02:37+00:00,1,70.72052,50.2028961,17.0045929,46.9866676,3.9696188,4.55926847,3.69670892,0.811414957,5.77758551,18.5303745,191.229294
2026-02-01 00:02:38+00:00,1,70.7031937,50.1824532,16.9577847,47.0265312,3.95084906,4.57583714,3.76173639,0.819774389,5.77511406,18.3870277,189.071869
2026-02-01 00:02:39+00:00,1,70.6853714,50.1609039,17.0392113,47.0280418,3.94839811,4.58233881,3.77051473,0.820864737,5.80880594,18.3099537,190.81105
2026-02-01 00:02:40+00:00,1,70.6652145,50.1462746,16.9513607,47.0339088,3.9577055,4.55480146,3.78759956,0.818152845,5.78847456,18.3531361,193.541763
2026-02-01 00:02:41+00:00,1,70.6437836,50.1239662,17.0162487,46.973732,3.9837563,4.61557627,3.8524456,0.821135581,5.84573936,18.3680515,195.01474
2026-02-01 00:02:42+00:00,1,70.6262436,50.0920792,17.0577526,47.0601044,3.9529376,4.64118147,3.79961014,0.793193758,5.82186127,18.4386406,191.427765
2026-02-01 00:02:43+00:00,1,70.6001663,50.0563354,16.9658604,47.0249901,3.99089122,4.58999205,3.78187442,0.823070526,5.82926464,18.5999126,192.090683
2026-02-01 00:02:44+00:00,1,70.5746155,50.0077515,17.0384159,47.0364227,3.96940589,4.57591486,3.7513597,0.783150077,5.74708176,18.4650974,195.350403
2026-02-01 00:02:45+00:00,1,70.5540695,49.9595451,16.9912109,46.9283752,3.96772885,4.63394642,3.76595473,0.825994849,5.80254984,18.5308437,193.223709
